"","Plot","Patch","X","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month","coordInc"
"11306",2,100,11346,2015,2015-04-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.033693581,2.03732790688632,10.984578714,10.984578714,8.81655286205882,11.018272295,11.018272295,4,0
"11307",2,101,11348,2014,2014-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.037384953,1.22607707771885,9.155307852,4.676182126,17.803656955175,4.713567079,9.192692805,10,0
"11311",2,101,11349,2014,2014-07-29,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,0.037384953,1.22607707771885,9.155307852,4.676182126,17.803656955175,4.713567079,9.192692805,7,0
"11321",2,102,11357,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,6,0
"11322",2,102,11367,2015,2015-04-16,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,4,0
"11323",2,102,11359,2015,2015-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,10,0
"11324",2,102,11356,2014,2014-07-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,1,"2014-07-04",4,0.934937974,0.502696727740804,41.405091619,32.549413167,40.0100192505684,33.484351141,42.340029593,7,0
"11325",2,102,11366,2015,2015-06-24,0,0,1,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,6,0
"11326",2,102,11361,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,9,0
"11328",2,102,11354,2014,2014-09-22,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.934937974,0.502696727740804,41.405091619,32.549413167,40.0100192505684,33.484351141,42.340029593,9,0
"11329",2,102,11360,2015,2015-10-02,0,0,0,0,0,0,0,0,0,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,10,0
"11330",2,102,11362,2015,2015-04-30,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,4,0
"11331",2,102,11364,2015,2015-03-20,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,3,0
"11332",2,102,11365,2015,2015-05-27,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.036521015,2.93609008737984,11.480479113,11.480479113,10.1104973411311,11.517000128,11.517000128,5,0
"11333",2,102,11352,2014,2014-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.934937974,0.502696727740804,41.405091619,32.549413167,40.0100192505684,33.484351141,42.340029593,10,0
"11334",2,103,11378,2014,2014-10-16,0,0,0,0,0,0,0,0,0,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.193207948,0.625262345012686,27.573130404,26.277066354,35.9722381975081,26.470274302,27.766338352,10,1
"11335",2,103,11377,2014,2014-07-29,19,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,0.193207948,0.625262345012686,27.573130404,26.277066354,35.9722381975081,26.470274302,27.766338352,7,1
"11336",2,103,11375,2014,2014-07-04,1,0,1,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,1,"2014-07-04",4,0.193207948,0.625262345012686,27.573130404,26.277066354,35.9722381975081,26.470274302,27.766338352,7,1
"11337",2,103,11376,2014,2014-09-22,1,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.193207948,0.625262345012686,27.573130404,26.277066354,35.9722381975081,26.470274302,27.766338352,9,1
"11339",2,104,11381,2014,2014-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.936194611,0.927515498695919,27.628893673,24.745854094,36.240628243152,25.682048705,28.565088284,10,1
"11340",2,104,11383,2014,2014-07-29,1,1,0,9,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,0.936194611,0.927515498695919,27.628893673,24.745854094,36.240628243152,25.682048705,28.565088284,7,1
"11341",2,104,11379,2014,2014-07-04,1,0,2,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,1,"2014-07-04",4,0.936194611,0.927515498695919,27.628893673,24.745854094,36.240628243152,25.682048705,28.565088284,7,1
"11342",2,104,11380,2014,2014-08-26,3,1,1,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,3,"2014-08-26",26,0.936194611,0.927515498695919,27.628893673,24.745854094,36.240628243152,25.682048705,28.565088284,8,1
"11343",2,104,11382,2014,2014-09-22,0,0,3,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.936194611,0.927515498695919,27.628893673,24.745854094,36.240628243152,25.682048705,28.565088284,9,1
"11344",2,105,11385,2014,2014-07-04,0,0,1,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,1,"2014-07-04",4,0.044924775,1.63756038060586,27.341752103,25.214815337,38.5948677323198,25.259740112,27.386676878,7,1
"11345",2,105,11384,2014,2014-07-29,0,0,0,2,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,0.044924775,1.63756038060586,27.341752103,25.214815337,38.5948677323198,25.259740112,27.386676878,7,1
"11346",2,105,11386,2014,2014-09-22,0,0,1,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.044924775,1.63756038060586,27.341752103,25.214815337,38.5948677323198,25.259740112,27.386676878,9,1
"11347",2,105,11388,2014,2014-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.044924775,1.63756038060586,27.341752103,25.214815337,38.5948677323198,25.259740112,27.386676878,10,1
"11362",2,108,11401,2014,2014-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,1.324731082,1.88194606725437,41.773600437,36.058179463,45.7836453179792,37.382910545,43.098331519,10,1
"11363",2,108,11402,2014,2014-07-29,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,1.324731082,1.88194606725437,41.773600437,36.058179463,45.7836453179792,37.382910545,43.098331519,7,1
"11364",2,109,11406,2014,2014-07-29,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,0.003769911,2.72702218544556,41.728204423,39.126415928,45.8413684475392,39.130185839,41.731974334,7,1
"11365",2,109,11405,2014,2014-08-26,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,3,"2014-08-26",26,0.003769911,2.72702218544556,41.728204423,39.126415928,45.8413684475392,39.130185839,41.731974334,8,1
"11366",2,109,11407,2014,2014-09-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.003769911,2.72702218544556,41.728204423,39.126415928,45.8413684475392,39.130185839,41.731974334,9,1
"11367",2,109,11408,2014,2014-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.003769911,2.72702218544556,41.728204423,39.126415928,45.8413684475392,39.130185839,41.731974334,10,1
"11380",2,11,11421,2015,2015-06-24,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,6,0
"11382",2,11,11423,2015,2015-04-03,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,4,0
"11384",2,11,11414,2015,2015-09-21,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,9,0
"11385",2,11,11415,2015,2015-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,10,0
"11386",2,11,11416,2015,2015-09-04,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,18,"2015-09-04",4,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,9,0
"11387",2,11,11430,2015,2015-06-10,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,6,0
"11388",2,11,11418,2015,2015-08-06,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,8,0
"11389",2,11,11428,2015,2015-05-27,0,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,5,0
"11390",2,11,11429,2015,2015-11-02,0,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.240331838,1.9813492878113,7.027114448,7.027114448,5.97573210553492,7.267446286,7.267446286,11,0
"11391",2,110,11433,2014,2014-07-29,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,0.552056369,1.62475998216366,51.682497825,48.828439439,47.2663837982647,49.380495808,52.234554194,7,1
"11392",2,110,11431,2014,2014-10-16,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.552056369,1.62475998216366,51.682497825,48.828439439,47.2663837982647,49.380495808,52.234554194,10,1
"11413",2,114,11454,2014,2014-07-04,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,1,"2014-07-04",4,0.365681385,1.89858526273367,54.687509736,47.486429596,47.410054199236,47.852110981,55.053191121,7,1
"11431",2,117,11474,2015,2015-04-30,15,10,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.779743297,1.35331444984256,11.5202988,11.5202988,8.71005292791118,12.300042097,12.300042097,4,1
"11432",2,117,11482,2015,2015-07-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.779743297,1.35331444984256,11.5202988,11.5202988,8.71005292791118,12.300042097,12.300042097,7,1
"11433",2,117,11487,2015,2015-03-20,0,0,4,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.779743297,1.35331444984256,11.5202988,11.5202988,8.71005292791118,12.300042097,12.300042097,3,1
"11434",2,117,11473,2015,2015-11-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.779743297,1.35331444984256,11.5202988,11.5202988,8.71005292791118,12.300042097,12.300042097,11,1
"11441",2,117,11467,2014,2014-10-16,0,0,1,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.073513268,1.69525101388485,33.516788083,32.144069173,36.7384864737543,32.217582441,33.590301351,10,1
"11442",2,117,11468,2014,2014-09-22,2,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.073513268,1.69525101388485,33.516788083,32.144069173,36.7384864737543,32.217582441,33.590301351,9,1
"11445",2,117,11486,2015,2015-06-10,0,1,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.779743297,1.35331444984256,11.5202988,11.5202988,8.71005292791118,12.300042097,12.300042097,6,1
"11446",2,117,11484,2015,2015-08-06,0,0,1,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.779743297,1.35331444984256,11.5202988,11.5202988,8.71005292791118,12.300042097,12.300042097,8,1
"11448",2,118,11494,2015,2015-03-20,0,0,3,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,3,1
"11463",2,118,11504,2015,2015-04-16,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,4,1
"11464",2,118,11505,2015,2015-04-30,0,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,4,1
"11465",2,118,11499,2015,2015-10-02,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,20,"2015-10-02",2,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,10,1
"11466",2,118,11509,2015,2015-05-27,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,5,1
"11467",2,118,11498,2015,2015-06-10,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,12,"2015-06-10",10,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,6,1
"11468",2,118,11508,2015,2015-08-06,0,1,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,8,1
"11469",2,118,11500,2015,2015-11-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.143256625,1.35331444984256,12.156785472,12.156785472,9.15503681021239,12.300042097,12.300042097,11,1
"11470",2,119,11520,2015,2015-08-06,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,16,"2015-08-06",6,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,8,1
"11471",2,119,11521,2015,2015-06-24,0,0,0,0,0,0,0,0,1,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,6,1
"11473",2,119,11519,2015,2015-11-02,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,11,1
"11474",2,119,11518,2015,2015-07-22,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,7,1
"11475",2,119,11510,2014,2014-07-29,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,2,"2014-07-29",29,0.024504423,1.22801832230095,18.590924306,14.953902491,31.4961074151217,14.978406914,18.615428729,7,1
"11476",2,119,11530,2015,2015-07-08,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,7,1
"11477",2,119,11527,2015,2015-05-27,0,0,1,0,0,0,0,0,0,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,11,"2015-05-27",27,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,5,1
"11478",2,119,11528,2015,2015-09-21,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,19,"2015-09-21",21,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,9,1
"11479",2,119,11512,2014,2014-09-22,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,4,"2014-09-22",22,0.024504423,1.22801832230095,18.590924306,14.953902491,31.4961074151217,14.978406914,18.615428729,9,1
"11480",2,119,11511,2014,2014-08-26,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,3,"2014-08-26",26,0.024504423,1.22801832230095,18.590924306,14.953902491,31.4961074151217,14.978406914,18.615428729,8,1
"11482",2,119,11517,2015,2015-03-20,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,3,1
"11484",2,119,11513,2014,2014-07-04,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,1,"2014-07-04",4,0.024504423,1.22801832230095,18.590924306,14.953902491,31.4961074151217,14.978406914,18.615428729,7,1
"11485",2,119,11522,2015,2015-08-18,0,0,0,0,0,0,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,17,"2015-08-18",18,0.494643763,0.502359433254097,11.841919349,11.841919349,10.3302152143489,12.336563112,12.336563112,8,1
"11495",2,12,11548,2015,2015-06-24,0,0,2,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,13,"2015-06-24",24,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,6,0
"11496",2,12,11546,2015,2015-03-20,0,0,0,0,0,1,0,0,0,1,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,6,"2015-03-20",20,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,3,0
"11497",2,12,11542,2015,2015-04-03,0,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,7,"2015-04-03",3,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,4,0
"11498",2,12,11543,2015,2015-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,21,"2015-10-16",16,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,10,0
"11499",2,12,11540,2015,2015-07-22,1,0,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,15,"2015-07-22",22,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,7,0
"11500",2,12,11541,2015,2015-07-08,0,0,2,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,14,"2015-07-08",8,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,7,0
"11501",2,12,11549,2015,2015-04-30,3,4,0,0,0,1,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,9,"2015-04-30",30,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,4,0
"11502",2,12,11550,2015,2015-04-16,8,0,0,0,0,0,0,0,1,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,8,"2015-04-16",16,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,4,0
"11503",2,12,11544,2015,2015-11-02,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,22,"2015-11-02",2,0.943970053,2.20867494196477,6.379475122,6.379475122,6.10590315352799,7.323445175,7.323445175,11,0
"11504",2,12,11532,2014,2014-10-16,0,0,0,0,0,1,0,0,0,0,"agg",60,258,198,0.76744186,246,338,2.75,45.73985751,31.34627692,0.685316453,5,"2014-10-16",16,0.161006623,1.29108984948148,51.532015537,40.773945654,46.5663991673809,40.934952277,51.69302216,10,0
